,budget,genres,id,keywords,overview,production_companies,runtime,tagline,title,vote_average,vote_count
25,70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",612,"[{""id"": 90, ""name"": ""paris""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 536, ""name"": ""israel""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2070, ""name"": ""olympic games""}, {""id"": 2437, ""name"": ""munich""}, {""id"": 3037, ""name"": ""mossad""}, {""id"": 3038, ""name"": ""israeli""}, {""id"": 3039, ""name"": ""palestinian""}, {""id"": 3043, ""name"": ""beirut""}, {""id"": 3046, ""name"": ""ailul al aswad""}, {""id"": 3047, ""name"": ""plo""}, {""id"": 3048, ""name"": ""bomb constructor""}, {""id"": 3049, ""name"": ""baader-meinhof group""}, {""id"": 3052, ""name"": ""olympian village""}, {""id"": 9748, ""name"": ""revenge""}]","During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.","[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Peninsula Films"", ""id"": 682}, {""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]",164.0,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,Munich,6.9,696
26,10000000,"[{""id"": 18, ""name"": ""Drama""}]",489,"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 1680, ""name"": ""boston""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 2462, ""name"": ""m.i.t.""}, {""id"": 2463, ""name"": ""harvard university""}, {""id"": 3734, ""name"": ""ambition""}, {""id"": 6009, ""name"": ""mathematics""}, {""id"": 6257, ""name"": ""genius""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10756, ""name"": ""janitor""}, {""id"": 11018, ""name"": ""irish""}, {""id"": 11268, ""name"": ""psychologist""}, {""id"": 13160, ""name"": ""university""}, {""id"": 33519, ""name"": ""courtroom""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 228041, ""name"": ""prodigy""}]","Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.","[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Lawrence Bender Productions"", ""id"": 2253}, {""name"": ""Be Gentlemen Limited Partnership"", ""id"": 23201}]",126.0,"Some people can never believe in themselves, until someone believes in them.",Good Will Hunting,7.9,2811
27,200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",558,"[{""id"": 851, ""name"": ""dual identity""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 5983, ""name"": ""pizza boy""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 14991, ""name"": ""tentacle""}, {""id"": 34079, ""name"": ""death""}, {""id"": 163074, ""name"": ""super villain""}]","Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Laura Ziskin Productions"", ""id"": 326}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]",127.0,There's a hero in all of us.,Spider-Man 2,6.7,4321
28,75000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",75656,"[{""id"": 90, ""name"": ""paris""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1953, ""name"": ""vault""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2411, ""name"": ""new orleans""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 14601, ""name"": ""explosion""}]",An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""SOIXAN7E QUIN5E"", ""id"": 23271}, {""name"": ""See Me Louisiana"", ""id"": 23272}]",115.0,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,Now You See Me,7.3,5487
29,1300000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",103,"[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 4225, ""name"": ""night shift""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 7368, ""name"": ""alienation""}, {""id"": 9622, ""name"": ""misanthrope""}, {""id"": 11325, ""name"": ""shot to death""}, {""id"": 33625, ""name"": ""illegal prostitution""}, {""id"": 167104, ""name"": ""loner""}]","A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.","[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Italo/Judeo Productions"", ""id"": 46059}, {""name"": ""Bill/Phillips"", ""id"": 46060}]",114.0,"On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,8.0,2535
30,125000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",58574,"[{""id"": 1752, ""name"": ""detective inspector""}, {""id"": 10028, ""name"": ""steampunk""}, {""id"": 18023, ""name"": ""criminal mastermind""}]","There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmesâ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.","[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Lin Pictures"", ""id"": 2723}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Wigram Productions"", ""id"": 23202}]",129.0,The game is afoot.,Sherlock Holmes: A Game of Shadows,7.0,3886
31,7000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",77016,"[{""id"": 12670, ""name"": ""los angeles""}, {""id"": 188112, ""name"": ""bullet proof vest""}, {""id"": 188114, ""name"": ""u.s. marine""}, {""id"": 188124, ""name"": ""medal of valor""}, {""id"": 188127, ""name"": ""police sergeant""}, {""id"": 188133, ""name"": ""felon""}, {""id"": 188134, ""name"": ""golden gun""}]",Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,"[{""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Hedge Fund Film Partners"", ""id"": 11449}, {""name"": ""Crave Films"", ""id"": 16312}, {""name"": ""Knightsbridge Entertainment"", ""id"": 46961}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}, {""name"": ""5150 Action"", ""id"": 47354}]",109.0,Every moment of your life they stand watch,End of Watch,7.2,1170
32,60000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",75780,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 180124, ""name"": ""quarry""}]","In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""TC Productions"", ""id"": 21777}]",130.0,The Law Has Limits. He Does Not.,Jack Reacher,6.3,2998
33,40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",27582,"[{""id"": 351, ""name"": ""poison""}, {""id"": 520, ""name"": ""chicago""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 1422, ""name"": ""boat""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 9767, ""name"": ""beautiful woman""}, {""id"": 9844, ""name"": ""car crash""}]","Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.","[{""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Chartoff-Winkler Productions"", ""id"": 12252}, {""name"": ""Scared Productions"", ""id"": 22035}, {""name"": ""Nu Image Entertainment GmbH"", ""id"": 22443}]",93.0,Someone has to fix the problems.,The Mechanic,6.3,1045
34,85000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",59961,"[{""id"": 591, ""name"": ""cia""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 41668, ""name"": ""safe house""}, {""id"": 176802, ""name"": ""rogue agent""}, {""id"": 176806, ""name"": ""cape town south africa""}, {""id"": 176809, ""name"": ""soccer stadium""}]","A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Bluegrass Films"", ""id"": 13778}]",115.0,No one is safe,Safe House,6.3,1345
35,78000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",9533,"[{""id"": 6259, ""name"": ""psychopath""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 18525, ""name"": ""fbi agent""}]","Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",124.0,Before the Silence.,Red Dragon,6.7,1115
36,130000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",13183,"[{""id"": 849, ""name"": ""dc comics""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1583, ""name"": ""mass murder""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 18139, ""name"": ""nuclear war""}, {""id"": 34161, ""name"": ""doomsday""}, {""id"": 157938, ""name"": ""soviet""}, {""id"": 158456, ""name"": ""masked vigilante""}, {""id"": 173995, ""name"": ""doomsday clock""}, {""id"": 174008, ""name"": ""red square""}, {""id"": 174016, ""name"": ""death of superhero""}, {""id"": 174019, ""name"": ""american president""}, {""id"": 208289, ""name"": ""1980s""}]","In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]",163.0,Justice is coming to all of us.  No matter what we do.,Watchmen,7.0,2811
37,39200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",110415,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 714, ""name"": ""child labour""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1501, ""name"": ""allegory""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4655, ""name"": ""hijacking of train""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 9862, ""name"": ""dam""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 13008, ""name"": ""train""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 162845, ""name"": ""revolt""}, {""id"": 178993, ""name"": ""duplicity""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 192311, ""name"": ""social class""}, {""id"": 208085, ""name"": ""population control""}, {""id"": 213921, ""name"": ""perpetual winter""}, {""id"": 213987, ""name"": ""city ruin""}]","In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.","[{""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Opus Pictures"", ""id"": 7270}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""SnowPiercer"", ""id"": 21122}, {""name"": ""Moho Film"", ""id"": 34725}]",126.0,"AD 2031, the passengers in the train are the only survivors on Earth.",Snowpiercer,6.7,2854
38,35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2118,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 703, ""name"": ""detective""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 10326, ""name"": ""morgue""}, {""id"": 11314, ""name"": ""f word""}, {""id"": 11925, ""name"": ""domestic violence""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 33518, ""name"": ""district attorney""}, {""id"": 157325, ""name"": ""bandage""}, {""id"": 162262, ""name"": ""movie star""}, {""id"": 163335, ""name"": ""man with glasses""}, {""id"": 167145, ""name"": ""knife in thigh""}, {""id"": 167149, ""name"": ""good cop bad cop""}, {""id"": 167159, ""name"": ""switchblade""}, {""id"": 167164, ""name"": ""call girl""}, {""id"": 208611, ""name"": ""1950s""}, {""id"": 228495, ""name"": ""falsifying""}]",Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Wolper Organization"", ""id"": 2428}, {""name"": ""Warner Bros."", ""id"": 6194}]",138.0,Everything is suspect... Everyone is for sale... And nothing is what it seems.,L.A. Confidential,7.7,1310
39,20000000,"[{""id"": 35, ""name"": ""Comedy""}]",8363,"[{""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6517, ""name"": ""young people""}, {""id"": 162914, ""name"": ""one night""}]","High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Apatow Productions"", ""id"": 10105}]",113.0,Come and Get Some!,Superbad,7.0,2100
40,30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",59967,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10614, ""name"": ""tragedy""}, {""id"": 13129, ""name"": ""execution""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 18179, ""name"": ""drug addict""}, {""id"": 177964, ""name"": ""contract killer""}, {""id"": 207268, ""name"": ""neo-noir""}]","In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.","[{""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""DMG Entertainment"", ""id"": 10289}, {""name"": ""Ram Bergman Productions"", ""id"": 11092}]",118.0,"Hunted By Your Future, Haunted By Your Past",Looper,6.6,4697
